PK-PVT-22000372,,17:00:00,18:00:00,Tuesday,NULL,372
PK-PVT-22000373,,17:00:00,18:00:00,Wednesday,NULL,373
PK-PVT-22000374,,17:00:00,18:00:00,Thursday,NULL,374
PK-PVT-22000375,,19:00:00,21:00:00,Monday,NULL,375
PK-PVT-22000376,,19:00:00,21:00:00,Friday,NULL,376
PK-PVT-22000377,,20:00:00,21:00:00,Monday,NULL,377
PK-PVT-22000378,,20:00:00,21:00:00,Wednesday,NULL,378
PK-PVT-22000379,,20:00:00,21:00:00,Saturday,NULL,379
PK-PVT-22000380,,19:00:00,20:00:00,Tuesday,NULL,380
PK-PVT-22000381,,19:00:00,20:00:00,Thursday,NULL,381
PK-PVT-22000382,,19:00:00,20:00:00,Friday,NULL,382
PK-PVT-22000383,,18:00:00,19:00:00,Monday,NULL,383
PK-PVT-22000384,,18:00:00,19:00:00,Wednesday,NULL,384
PK-PVT-22000385,,18:00:00,19:00:00,Friday,NULL,385
PK-PVT-22000386,,14:00:00,15:30:00,Tuesday,NULL,386
PK-PVT-22000387,,14:00:00,15:30:00,Thursday,NULL,387
PK-PVT-22000388,,9:00:00,15:30:00,Monday,NULL,388
PK-PVT-22000389,,9:00:00,15:30:00,Tuesday,NULL,389
PK-PVT-22000390,,9:00:00,15:30:00,Wednesday,NULL,390
PK-PVT-22000391,,9:00:00,15:30:00,Thursday,NULL,391
PK-PVT-22000392,,9:00:00,15:30:00,Friday,NULL,392
PK-PVT-22000393,,9:00:00,15:30:00,Saturday,NULL,393
PK-PVT-22000394,,11:00:00,13:00:00,Monday,NULL,394
PK-PVT-22000395,,11:00:00,13:00:00,Tuesday,NULL,395
PK-PVT-22000396,,11:00:00,13:00:00,Wednesday,NULL,396
PK-PVT-22000397,,11:00:00,13:00:00,Thursday,NULL,397
PK-PVT-22000398,,11:00:00,13:00:00,Friday,NULL,398
PK-PVT-22000399,,11:00:00,13:00:00,Saturday,NULL,399
PK-PVT-22000400,,14:00:00,15:00:00,Monday,NULL,400
PK-PVT-22000401,,14:00:00,15:00:00,Wednesday,NULL,401
PK-PVT-22000402,,14:00:00,15:00:00,Friday,NULL,402
